id,job title,description,company name,company linkedin url,job url,upload date,hiring manager name,hiring manager linkedin url,fit
4334702779,"🚀 Senior Data Engineer (Remote NA, LATAM, EU)","- Architect and maintain robust data pipelines to transform diverse data inputs into a cohesive structure
- Integrate data from Postgres, Redis, MongoDB, Kafka, and other event sources into a unified platform to make sense of the abuse patterns we see across our detection systems
- Build APIs with AI assistance to enable secure access to consolidated insights for internal and external stakeholders
- Create dashboards and internal tools for exploration, monitoring, and debugging with AI assistance
- Identify behavior clusters and detect patterns within large, noisy datasets to maximize the relevance of the threat intelligence data we share with customers
- Guide architectural decisions and advise on data questions across engineering teams to help everyone extract as much value as possible from our data

- Strong software development background with modern programming languages
- Proven experience using AI coding tools regularly in production environments
- Eager to learn and lean into our existing Typescript/Javascript Node.js codebase
- Hands-on experience designing and operating large-scale data processing systems
- Familiarity with message queue systems, Spark, Docker, all types of databases, and data storage engines
- Comfortable working with unstructured or inconsistent data, and making sense of it
- Excellent written and verbal English skills, especially in remote collaboration
- Clean, maintainable code style with strong emphasis on testing and peer review
- Eager to learn, open to feedback, and naturally collaborative in a remote setting
- Your core values match ours: ownership, collaboration, innovation, respect, and authenticity.

- Fair compensation according to your location
- Meaningful ESOP participation in our success
- Additional location-based benefits (e.g. medical, dental, vision, 401k in the US)
- Annual learning and development budget
- Budget for remote workplace equipment or co-working space

- Impact, responsibility, and participation in making the internet safer
- Awesome team members who support your growth and success
- Work with the latest technology (cloud, frameworks, AI tools)
- Constant variety - the complexity keeps things interesting and you never stop learning
- Flexible working hours and truly remote culture
- Generous PTO policy
- Small company agility with 15 years of domain expertise
- Opportunity to contribute to open source projects
- Workation possibilities (subject to local regulations and visa requirements)

- 🎩 Ownership - Everybody takes responsibility, accountability, and initiative to ensure the success and well-being of the organization and its goals
- 👭 Collaboration - We help each other to be great because we genuinely believe that we are stronger together as a team
- ✨ Innovation - We love to challenge the status quo and want our people to be brave and embrace failure in a safe environment
- 🤝 Respect - Our daily interactions are guided by respect for each other, our customers, and the environment. This entails treating all individuals fairly, considering their diverse perspectives, and maintaining professionalism in interactions
- 🦄 Authenticity - We are genuine, honest, and true to our personalities and values. To foster trust and transparency, we have fun at work and don't take ourselves too seriously","Abusix, Inc.",https://www.linkedin.com/company/abusix?trk=public_jobs_topcard-org-name,https://de.linkedin.com/jobs/view/%F0%9F%9A%80-senior-data-engineer-remote-na-latam-eu-at-abusix-inc-4334702779?trk=public_jobs_topcard-title,2025-11-07 02:16:46,,,9
4338181278,Business Intelligence und Data Analytics Consultant (m/w/d),"Gestalte als Business Intelligence und Data Analytics Consultant mit uns die technologische Zukunft von und verstärke unser Team in Vollzeit an einem unserer deutschlandweiten Standorte in Hamburg, Berlin, Frankfurt am Main, Heidelberg oder Köln.

- Anforderungsaufnahme, Beratung, Softwareentwicklung sowie technische Umsetzung in unseren Kundenprojekten rund um Daten, Big Data, Data Analytics, Data Science sowie Business Intelligence
- Modellierung und Optimierung von Datenarchitekturen und der BI-Systemlandschaft unserer Kunden
- Bei Interesse und entsprechender Berufserfahrung Durchführung interner und externer Coachings und Trainings sowie Mentoring für Young Professionals
- Kundenworkshops, Reviews und Analysen sowie gerne auch Pre-Sales-Aktivitäten zur Kundengewinnung und Kundenbindung

- Leidenschaft für Daten, Datenmodellierung, Data Analytics, Data Engineering, sowie Datenbank-, ETL- und Softwareentwicklung
- Expertise in mindestens einer der nachfolgenden Technologien oder Programmiersprachen: idealerweise SAS, Cognos BI, TM1, SAP BI/BW, Hana, SAP-SAC, MS SQL Server (SSIS, SSAS, SSRS), Power BI, Databricks, R, gerne auch Oracle, Teradata, Tableau, Ab Initio, Qlik, Talend sowie SQL, PL/SQL, relationale DBMS (z.B. PostgreSQL) und/oder Java, C#, Python
- idealerweise SAS, Cognos BI, TM1, SAP BI/BW, Hana, SAP-SAC, MS SQL Server (SSIS, SSAS, SSRS), Power BI, Databricks, R, gerne auch Oracle, Teradata, Tableau, Ab Initio, Qlik, Talend sowie
- SQL, PL/SQL, relationale DBMS (z.B. PostgreSQL) und/oder Java, C#, Python
- Kundenorientierte, eigenverantwortliche Arbeitsweise und Anwendung innovativer Lösungswege
- Sehr gute Deutsch- und gute Englischkenntnisse in schriftlicher und verbaler Weise
- Flexibilität und eine gewisse Reisebereitschaft in Abhängigkeit vom Kundenprojekt

- idealerweise SAS, Cognos BI, TM1, SAP BI/BW, Hana, SAP-SAC, MS SQL Server (SSIS, SSAS, SSRS), Power BI, Databricks, R, gerne auch Oracle, Teradata, Tableau, Ab Initio, Qlik, Talend sowie
- SQL, PL/SQL, relationale DBMS (z.B. PostgreSQL) und/oder Java, C#, Python

- Unsere accantec-Laufbahnplanung bietet Individualität und umfangreiche Entwicklungsmöglichkeiten in den Themenfeldern Data Engineering, Data Analytics, Data Science und DevOps Engineering.
- Durch regelmäßige Zertifizierungen und innovative Projekte bleibst Du stets technologisch auf dem neuesten Stand.
- Wir bieten flexible Arbeitszeiten beim Kunden vor Ort, in einer unserer zentral gelegenen Niederlassungen oder remote.
- Individuelle Sabbaticalvereinbarungen sind möglich.
- Sei bei unseren regelmäßigen Firmen- und Teamevents dabei: Weihnachtsfeier, Sommerevent, accantec days und viele mehr.
- Nutze tolle Vergünstigungen auf unseren Mitarbeitervorteilsportalen.
- Profitiere von unserem vergünstigten, deutschlandweiten Sportangebot mit EGYM.
- Jubiläumszahlungen und ein Präsent – es lohnt sich!
- Des Weiteren bieten wir eine Firmenkreditkarte, eine Bahncard50, das JobRad und eine Firmenwagenoption ab Senior Level
- An Heiligabend und Silvester ist ohne Abzug von Urlaub bei uns frei",accantec group - part of x1F,https://de.linkedin.com/company/accantec?trk=public_jobs_topcard-org-name,https://de.linkedin.com/jobs/view/business-intelligence-und-data-analytics-consultant-m-w-d-at-accantec-group-part-of-x1f-4338181278?trk=public_jobs_topcard-title,2025-11-07 04:16:58,,,8
4337888631,MIDDLE JAVA DEVELOPER REMOTE - Rif.B06MJR,"- Location: Full remote

- 2-6 years of expertise in SW Development with JAVA (Ver.8)
- Good knowledge of INTELLIJ /ECLIPSE, GIT
- Good knowledge of HTML, CSS, JAVASCRIPT
- Good knowledge of relational database ORACLE/POSTGRES
- Excellent knowledge of English language, both written and spoken (knowledge of Italian language is not mandatory)
- Good team play and problem solving
- Living in Italy with a regular job permission

- Bachelor’s/Master’s degree in Information Technology or equivalent
- knowledge of Angular",ACTION ICT,https://it.linkedin.com/company/action-ict-srl?trk=public_jobs_topcard-org-name,https://it.linkedin.com/jobs/view/middle-java-developer-remote-rif-b06mjr-at-action-ict-4337888631?trk=public_jobs_topcard-title,2025-11-06 17:30:40,,,4
4334671550,WORKING STUDENT SECURITY OPERATIONS CENTER (M/F/D) - Mandatory: German C1 (min.),"- A welcoming team, training, transition, mobility – we support each project according to the desires and ambitions of each individual.
- We believe in work-life balance as a vehicle for personal fulfillment, so we have opted for autonomy and freedom in the workplace but also in the way we organize ourselves daily.
- And to nurture our precious collective spirit, our weeks are characterized by various moments of sociability and sharing... always with a backdrop of humor (more or less accessible 😅).
- Every day we take action on social impact projects through our fund “Advens for People and Planet” whether they’re centered on education, inclusion, or preserving the climate and environment. You have a social project you want to support? Use our internal team fundraising and collect money from colleagues and the company monthly.

- Conduct initial analysis of alerts from IT security and other information systems.
- Detect anomalies and attack patterns throughout the cyber kill chain and MITRE ATT&CK framework.
- Support your team in protecting the information systems of our customer base by identifying abnormal behavior.
- Develop and submit a remediation plan adapted to your customers’ situation and business risks.
- Implement requirements and document the tasks performed.
- Be involved in the improvement of our SOC’s security incident detection techniques and rules, and contribute to the development of a unique product on the Cybersecurity market.
- Manage alerts & incidents together with an experienced team during night, bank holiday and weekend shifts

- Familiarize yourself with various areas of our SOC.
- Support our SOC experts to counter the most sophisticated attacks.
- Inform the product team of changes to be made to the analysis and incident reporting tools.
- Guide and advise your customers’ operational security team when they deal with a security incident.

- You are a student pursuing a bachelor's or master's degree in computer science or a related field, ideally with a focus on IT Security.
- You are tech-savvy: being able to recognize attacks is vital to stop them.
- You are hands-on minded and have a basic knowledge of IT security concepts and techniques
- Your passionate about Pentesting and IT forensics is a plus (attack analysis, malware behavior, etc.)
- You are preferably interested in security and hacking challenges like the ones you can find on TryHackMe
- In the starting blocks: you keep an eye out for attacks and like to react quickly.
- You are comfortable working with different SOC customers at the same time.
- You enjoy advising customers: after your analysis, you can present your action plans to them and provide full support along the way together with your team.
- You see the benefit of processes in helping you to monitor and improve what is already in place.
- You want to evolve in your career! Starting as a working student, you are also prepared to become a SOC Security Analyst or Consultant on specific technologies, or even to progress to other jobs later on.
- You are passionate about security and are looking for projects with added value within a dynamic company in cooperation with your team of SOC Security Analysts
- You are willing to work night, bank holiday, weekend shifts

- German (full professional proficiency, C1) and English (full professional proficiency)

- Ideally you live in the surroundings of Munich or Augsburg (in order to connect you with some of your SOC team members not only remotely but every now and then also in person, especially during your onboarding and training)
- Remote (from anywhere in Germany)",Advens,https://fr.linkedin.com/company/advens?trk=public_jobs_topcard-org-name,https://de.linkedin.com/jobs/view/working-student-security-operations-center-m-f-d-mandatory-german-c1-min-at-advens-4334671550?trk=public_jobs_topcard-title,2025-11-06 23:17:32,,,2
4337818182,GraphTalk Developer,"Position : European Union.



Location: Full Remote



Contrac t: Freelance collaboration with Alten Switzerland.





ALTEN Group

Within 30 years, ALTEN has become leader in both outsourced Engineering and IT Enterprise Services. ALTEN, composed of 54,000 employees (88% engineers), carries out complex and highly technical projects throughout the value chain of 6,500 clients, the most prestigious companies in all sectors of industry, services and telecommunications. We work with key actors in the Aeronautics & Space, Defence & Naval, Security, Automotive, Rail, Energy, Life Sciences, Finance, Retail, Telecommunications and Services sectors.



ALTEN Switzerland

Since 2005, with 450 current employees, ALTEN Switzerland is a reference partner in providing Engineering services to 100 world leading companies. ALTEN Switzerland’s activities cover all the main strategical areas of the Swiss market in Life Sciences, Engineering & IT Services.



The candidate who succeeds in this role will configure new products in the GraphTalk AIA 3.0 application, applying their knowledge of the GraphTalk AIA 3.0 environment.





Responsibilities



- Design, build, and maintain scalable APIs.
- Develop through the web language of GraphTalk AIA 3.0
- Collaborate with Data and AI teams to integrate predictive models or decision engines.
- Strong proficiency in AI APIs or services that can interact with GraphTalk through various interfaces (GT Monitor, REST APIs, Kafka, Java, etc.).



Qualifications



- Bachelor degree or equivalent in Computer Science.
- +5 years in relevant development experience.
- Proven hands-on experience with GraphTalk AIA 3.0
- Knowledge of Kafka interfaces and Java
- French level C2/ English level B2/C1
- Experience in the social insurance sector would be an asset





What we offer you



At Alten, we offer you the liberty to work with multiple prestigious clients. With the luxury of having a wide range of offices around the world, we are in a unique position to provide you with the freedom to experience national and international business opportunities. Thus, we function in a highly innovative market, always being up to date with the latest technologies and making you a pioneer in your field.

Therefore, we offer our employees sought-after trainings and workshops ranging from hard to soft skills and providing you with certificates that will further increase your qualifications, enabling you to participate in ground-breaking projects.



Apply now and be a part of our amazing journey. We believe in growing together!",ALTEN Switzerland,https://ch.linkedin.com/company/altenswitzerland?trk=public_jobs_topcard-org-name,https://ch.linkedin.com/jobs/view/graphtalk-developer-at-alten-switzerland-4337818182?trk=public_jobs_topcard-title,2025-11-06 12:21:26,Giulia Zavatti,https://it.linkedin.com/in/giulia-zavatti-27bb55178,5
4334419714,Professeur particulier toutes matières H/F – Genève,"- Vous êtes titulaire d''un diplôme de niveau bac minimum,
- Vous souhaitez transmettre vos connaissances et partager vos aptitudes,
- Vous êtes capables d'enseigner ponctuellement ou régulièrement,
- Vous êtes patient, ponctuel et pédagogue,",Apprentus,https://be.linkedin.com/company/apprentus?trk=public_jobs_topcard-org-name,https://ch.linkedin.com/jobs/view/professeur-particulier-toutes-mati%C3%A8res-h-f-%E2%80%93-gen%C3%A8ve-at-apprentus-4334419714?trk=public_jobs_topcard-title,2025-11-06 18:21:32,,,1
4334528851,Professeur particulier toutes matières H/F – Fribourg,"- Vous êtes titulaire d''un diplôme de niveau bac minimum,
- Vous souhaitez transmettre vos connaissances et partager vos aptitudes,
- Vous êtes capables d'enseigner ponctuellement ou régulièrement,
- Vous êtes patient, ponctuel et pédagogue,",Apprentus,https://be.linkedin.com/company/apprentus?trk=public_jobs_topcard-org-name,https://ch.linkedin.com/jobs/view/professeur-particulier-toutes-mati%C3%A8res-h-f-%E2%80%93-fribourg-at-apprentus-4334528851?trk=public_jobs_topcard-title,2025-11-06 18:22:34,,,1
4334598555,Professeur particulier toutes matières H/F – Lausanne,"- Vous êtes titulaire d''un diplôme de niveau bac minimum,
- Vous souhaitez transmettre vos connaissances et partager vos aptitudes,
- Vous êtes capables d'enseigner ponctuellement ou régulièrement,
- Vous êtes patient, ponctuel et pédagogue,",Apprentus,https://be.linkedin.com/company/apprentus?trk=public_jobs_topcard-org-name,https://ch.linkedin.com/jobs/view/professeur-particulier-toutes-mati%C3%A8res-h-f-%E2%80%93-lausanne-at-apprentus-4334598555?trk=public_jobs_topcard-title,2025-11-06 18:22:37,,,1
4334598552,Professeur particulier toutes matières H/F – Neuchâtel,"- Vous êtes titulaire d''un diplôme de niveau bac minimum,
- Vous souhaitez transmettre vos connaissances et partager vos aptitudes,
- Vous êtes capables d'enseigner ponctuellement ou régulièrement,
- Vous êtes patient, ponctuel et pédagogue,",Apprentus,https://be.linkedin.com/company/apprentus?trk=public_jobs_topcard-org-name,https://ch.linkedin.com/jobs/view/professeur-particulier-toutes-mati%C3%A8res-h-f-%E2%80%93-neuch%C3%A2tel-at-apprentus-4334598552?trk=public_jobs_topcard-title,2025-11-06 18:22:38,,,1
4334489100,Professeur particulier toutes matières H/F – Neuchâtel,"- Vous êtes titulaire d''un diplôme de niveau bac minimum,
- Vous souhaitez transmettre vos connaissances et partager vos aptitudes,
- Vous êtes capables d'enseigner ponctuellement ou régulièrement,
- Vous êtes patient, ponctuel et pédagogue,",Apprentus,https://be.linkedin.com/company/apprentus?trk=public_jobs_topcard-org-name,https://ch.linkedin.com/jobs/view/professeur-particulier-toutes-mati%C3%A8res-h-f-%E2%80%93-neuch%C3%A2tel-at-apprentus-4334489100?trk=public_jobs_topcard-title,2025-11-06 18:22:40,,,1
