id,job title,description,company name,company linkedin url,job url,upload date,hiring manager name,hiring manager linkedin url,fit,tailored cv,message
4341140586,Data Expert & Marketing Support 2 Year FTC,"We are looking for a Data Expert & Marketing Support at Advanced Medical Solutions.



Job Purpose



- Support Janus portfolio workstream leads. Janus is the project name for the suture integration of Peters Surgical into the AMS organisation
- Create necessary data content out of the existing BI systems and analyses data in a way how it is requested and needed that people are able to read results and enable them making decisions
- Take over the lead & responsibility of a central excel based SKU-SKU database with several 100k datapoints, which is a key tool for the Janus project
- Optimize data in alignment with the defined Janus goals and objectives
- Reporting and documentation including lead & control of initiated change requests
- Support regarding needed Marketing tasks



Key Responsibilities / Main Duties



- Member of the Janus portfolio workstream team. Also interact with Category Director and Marketing Director of Suture, Clip, VTO category. When needed also interact with other Janus workstreams
- Work closely with the Portfolio Janus leads, to enable them full filling their tasks and timelines. Create the requested data content out of BI system and analyse the data in a way that portfolio workstream enables to make decisions based on numbers and facts
- When ready be the responsible person and leader of the developed central excel SKU-SKU database with several 100k datapoints, which is a key tool for the Janus project and work together with IT to transfer this Excel file into an IT tool, which is more stabile and professional to handle so many datapoints
- Optimize data in alignment with the defined Janus goals and objectives means when mistakes or mismatches identified clarify with workstream leads and correct these in all necessary. places in parallel until a final IT solution is in place. Avoiding inefficiencies
- Able to create and read reporting and where needed initiate change requests to correct data & mistakes within the linked ERP systems. Depending on defined processes also support and control the execution of these changes
- Identify and elimination of misalignments. Historical changes done but not finalised within ERP. Start change request process to put codes to discontinue where necessary and not done yet.
- Support on defined marketing tasks linked to Janus & new branding (Create customer letter drafts, Pack shots & picture material, New Suture and CI re-branding impacts, Update content)



Person Specification



- Fluent English language (written/ verbal) is a must, French and/ or German would be very beneficial
- Bachelor degree or equivalent commercial education or practical/ professional industry experience
- Above-average analytical skills for suture portfolio analysis (figure- and fact-based character)
- MS Office expertise. Especially very strong & deep Excel knowledge and empathy is mandatory
- Expert know-how in dealing with IT and browser-based business software applications
- Strong self-motivation, well-structured and organised, responsible, reliable, sustainable, positive ""can do"" character and likes working very precise (managing details)
- Fluent English and French language (written/ verbal) is a must, German would be very beneficial
- Able working under NDA with confidential content and interacting with people not on NDA
- Commercial mentality: strong entrepreneurial mindset and an understanding of aligning company and business interests of revenue, margin, profit and costs, ideally with some Marketing background
- Goal oriented, focused, motivated, optimistic, positive, professional
- Background on Marketing support tasks would be helpful
- Ideally some kind of experience within MedTech industry (not mandatory), knowledge about surgical suture material would be helpful
- Quick comprehension, good handling of complex issues and willingness to study on one's own to further develop own skills
- Strong social skills with the corresponding staying power, team player mentality
- Participate when needed or requested local meeting on site & occasional travel for European meetings",Advanced Medical Solutions,https://uk.linkedin.com/company/advanced-medical-solutions?trk=public_jobs_topcard-org-name,https://de.linkedin.com/jobs/view/data-expert-marketing-support-2-year-ftc-at-advanced-medical-solutions-4341140586?trk=public_jobs_topcard-title,2025-11-16 19:16:19,,,,"Proactive Data & AI Expert with a strong engineering background, adept at transforming complex data into actionable insights for strategic decision-making. As Co-Founder/CTO, led the development of a novel AI-driven Business Intelligence platform, designing its core data architecture and product strategy. Proven ability to scale robust data architectures for millions of users and manage large datasets, ensuring high availability and performance. Expert in optimizing data, developing algorithms that delivered a 3x efficiency increase, and driving data integrity. Possesses a strong entrepreneurial mindset, meticulous attention to detail, and a track record of supporting key business objectives through precise data analysis and effective communication.",
4336311461,Generalist AI Data Analyst (Remote),"- Role: Generalist AI Data Analyst
- Location: Remote (Flexible)
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://uk.linkedin.com/jobs/view/generalist-ai-data-analyst-remote-at-ai-jobs-4336311461?trk=public_jobs_topcard-title,2025-11-16 13:29:43,,,,"Proactive Data & AI Expert with a strong engineering background, adept at enhancing AI product quality and driving efficiency. Successfully developed and deployed AI-driven products that significantly enhanced user experience for thousands of students. Proven analytical and problem-solving skills, demonstrated by developing a novel ML/optimization algorithm that delivered a 3x increase in efficiency. As Co-Founder/CTO, led the technical vision for a novel AI-driven Business Intelligence platform, focusing on strategic AI feature development. Eager to apply a critical, user-centric approach to evaluate and refine cutting-edge language models and contribute to diverse AI projects.",
4336390442,AI Model Software Tester (Remote),"- Role: AI Model Tester
- Location: Ireland
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://ie.linkedin.com/jobs/view/ai-model-software-tester-remote-at-ai-jobs-4336390442?trk=public_jobs_topcard-title,2025-11-16 10:33:54,,,,"Highly analytical and entrepreneurial Data & AI Expert with a Master's in Mathematical Engineering, specializing in developing and deploying cutting-edge AI solutions.
Proven ability to critically evaluate and refine complex systems, evidenced by developing a novel ML/optimization algorithm that delivered a 3x increase in efficiency.
As Co-Founder/CTO, led the technical vision for an AI-driven Business Intelligence platform, demonstrating deep understanding of AI product lifecycle and user-centric design.
Skilled in AI product development and data analysis, having deployed AI-driven products for thousands of users.
Possesses strong problem-solving and critical thinking skills, ideal for evaluating and enhancing large language model outputs.",
4336520140,Generalist AI Data Analyst (Remote),"- Role: Generalist AI Data Analyst
- Location: Ireland
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://ie.linkedin.com/jobs/view/generalist-ai-data-analyst-remote-at-ai-jobs-4336520140?trk=public_jobs_topcard-title,2025-11-16 10:33:49,,,,"Proactive Data & AI Expert with a strong engineering background, adept at developing and deploying AI-driven products that enhanced user experience for thousands of students.

Proven ability to design and implement novel ML/optimization algorithms, delivering a 3x increase in efficiency. Skilled in in-depth data analysis to derive actionable insights and influence product strategy.

As a Co-Founder/CTO, I've led technical vision and AI-driven feature development, demonstrating strong analytical, problem-solving, and critical thinking skills essential for evaluating and refining cutting-edge language models and crafting effective prompts.",
4336410342,AI Model Quality Evaluator (Remote),"- Role: AI Model Quality Evaluator
- Location: Remote (Flexible)
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://uk.linkedin.com/jobs/view/ai-model-quality-evaluator-remote-at-ai-jobs-4336410342?trk=public_jobs_topcard-title,2025-11-16 10:32:11,,,,"Highly analytical AI Expert with a strong engineering background, adept at developing and deploying AI-driven products that enhanced user experience for thousands. Proven ability to lead technical vision and product strategy for AI-driven features, ensuring high-quality, user-centric outcomes. Leverages deep expertise in Generative AI and Machine Learning, including developing novel algorithms that delivered a 3x efficiency increase. Possesses exceptional analytical, problem-solving, and critical thinking skills, with a meticulous approach to evaluating and refining cutting-edge language models and crafting professional-level prompts.",
4336380398,Prompt Engineer (Remote),"- Role: Prompt Engineer
- Location: Ireland
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://ie.linkedin.com/jobs/view/prompt-engineer-remote-at-ai-jobs-4336380398?trk=public_jobs_topcard-title,2025-11-16 09:35:05,,,,"Proactive and entrepreneurial Data & AI Expert with a strong engineering background, specializing in Generative AI and Machine Learning.

Proven experience in leading the development and deployment of end-to-end AI-driven products, enhancing user experience for thousands. Adept at evaluating complex AI outputs and crafting precise technical communications, demonstrated by developing novel ML/optimization algorithms that delivered a 3x increase in efficiency.

Possesses strong analytical, problem-solving, and critical thinking skills, essential for influencing the quality and safety of cutting-edge language models.",
4336410881,AI Data Analyst (Remote),"- Role: AI Data Analyst
- Location: Remote (Flexible)
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://uk.linkedin.com/jobs/view/ai-data-analyst-remote-at-ai-jobs-4336410881?trk=public_jobs_topcard-title,2025-11-16 13:29:36,,,,"Highly analytical AI Expert with a Master's in Mathematical Engineering, adept at developing and deploying AI-driven products that enhanced learning for thousands of students. Proven ability to design novel ML/optimization algorithms, delivering a 3x efficiency increase. Skilled in Generative AI and data analysis, I excel at evaluating and refining AI outputs with a user-centric approach, leveraging strong problem-solving and communication skills.",
4336310823,AI Data Annotation Specialist (Remote),"- Role: AI Data Annotation Specialist
- Location: Remote (Flexible)
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://uk.linkedin.com/jobs/view/ai-data-annotation-specialist-remote-at-ai-jobs-4336310823?trk=public_jobs_topcard-title,2025-11-16 09:29:40,,,,"Highly analytical and entrepreneurial Data & AI Expert with a strong engineering background, adept at evaluating and enhancing AI system performance. Proven success in developing a novel ML/optimization algorithm that delivered a 3x increase in efficiency, showcasing deep problem-solving and critical thinking skills.

As Co-Founder/CTO, I led the technical vision and development of an AI-driven platform, designing and deploying end-to-end AI products that enhanced user experience. My expertise includes Generative AI, Machine Learning, and a meticulous approach to critiquing AI-generated content and developing professional-level prompts, ensuring high quality and precision.",
4336500054,Freelance AI Data Specialist (Remote),"- Role: Freelance AI Data Specialist
- Location: Remote (Flexible)
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://uk.linkedin.com/jobs/view/freelance-ai-data-specialist-remote-at-ai-jobs-4336500054?trk=public_jobs_topcard-title,2025-11-16 10:29:44,,,,"Proactive and entrepreneurial Data & AI Expert with a strong engineering background, adept at leveraging human creativity and analytical brilliance to enhance AI systems. Proven track record includes developing a novel ML/optimization algorithm that delivered a 3x increase in efficiency, demonstrating exceptional problem-solving and critical thinking. As Co-Founder/CTO, led the technical vision and development of an AI-driven Business Intelligence platform, with expertise in Generative AI and AI product strategy. Skilled in designing and deploying end-to-end AI-driven products, bringing a user-centric approach to evaluating and refining AI-generated content and large language model outputs.",
4336360490,Remote Prompt Engineer (Remote),"- Role: Remote Prompt Creator
- Location: Ireland
- Compensation: Earn up to $10,000 Per Month



About the Role

Join a worldwide community of skilled professionals outsmarting AI with human creativity and analytical brilliance. As a Data Contributor, you will directly influence the quality and safety of cutting-edge language models, including collaborations with industry-standard partners.



Responsibilities

- Evaluate and rank outputs from large language models by reviewing reasoning, problem-solving, and response quality.
- Develop professional-level prompts and critique AI-generated content with user-centric thinking.
- Contribute to a variety of AI projects determined by your skill sets and expertise.



Requirements

- Bachelor’s degree or higher (or currently enrolled).
- Demonstrated analytical, problem-solving, and critical thinking skills.
- Clear and engaging writing style with attention to detail and technical precision.



Community & Growth

- Join an international team of coding and data experts.
- Influence enterprise adoption of advanced models like Llama in partnership with Scale AI and Meta.



Apply Now!",AI Jobs,https://www.linkedin.com/company/ai-jobss?trk=public_jobs_topcard-org-name,https://ie.linkedin.com/jobs/view/remote-prompt-engineer-remote-at-ai-jobs-4336360490?trk=public_jobs_topcard-title,2025-11-16 10:33:58,,,,"Proactive and entrepreneurial AI Expert with a strong engineering background, specializing in Generative AI and end-to-end AI product development.
Proven ability to design and deploy impactful AI-driven solutions, including a novel ML/optimization algorithm that delivered a 3x efficiency increase.
Adept at critical evaluation, problem-solving, and user-centric design, with experience influencing product strategy and enhancing user experience for thousands.
Eager to apply analytical brilliance to refine cutting-edge language models and contribute to the quality and safety of advanced AI.",
